sentence_index	sentence
303	Ustalono , że grupą małp dowodzi nad wyraz inteligentny szympans , który ... nabył umiejętność mowy .
304	- Korneliusza i Ziry którzy przybyli do nas z kosmosu ponad 20 lat temu .
305	Sytuację da się opanować o ile nasze siły obrony będą miały całkowitą swobodę poruszania się .
306	A te nędzne tchórze , które ujdą z życiem , to będą najsłabsze jednostki !
307	To będzie koniec ludzkiej cywilizacji a świat stanie się planetą małp !
308	Powiedz , Breck , zanim umrzesz czym różnimy się od psów i kotów które ty i twoi bracia kochaliście ?
309	Malutki , bezrozumny owad , taki jak ćma , może porozumieć się z drugim ...
310	To , co tu dziś widziałeś , małpy na całym świecie będą jutro naśladować .
311	Z nożami przeciwko pistoletom ? Z butelkami z naftą przeciwko miotaczom ognia ?
312	A w tym dymie , od dnia dzisiejszego moi ludzie będą się ukrywać spiskować i planować nadejście nieuniknionego dnia upadku człowieka .
313	Dzień , w którym człowiek ostatecznie , i na swe własne zniszczenie zwróci się przeciw swoim braciom .
314	Dzień znaków na niebie kiedy wasze miasta legną w gruzach pod radioaktywnym pyłem .
315	Kiedy morza staną się martwe , a lądy przeistoczą w pustynie wtedy to ja wyprowadzę moich braci z niewoli .
316	I zbudujemy własne miasta , w których ludzie będą jedynie naszymi sługami .
317	Na początku Bóg stworzył zwierzęta i człowieka by żyli ze sobą w przyjaźni i dzielili się światem w pokoju .
318	Lecz doszło do tego , że źli ludzie zawiedli zaufanie Boga i niepomni Jego świętego słowa toczyli krwawe wojny nie tylko między sobą ale też przeciwko małpom , z których uczynili niewolników .
319	Wtedy Bóg rozgniewał się i zesłał na świat zbawiciela cudem zrodzonego z dwóch małp które zstąpiły na Ziemię z ziemskiej przyszłości .
320	Ale małpie dzieciątko ocalało i kiedy dorosło , uwolniło swych krewniaków z jarzma ludzkiej niewoli .
321	Jednak na skutek tego zwycięstwa powierzchnia świata została zorana najokropniejszą wojną w ludzkiej historii .
322	A z jednego z tych miast nasz zbawiciel wyprowadził garstkę ocalałych w poszukiwaniu miejsca gdzie małpy i ludzie mogliby żyć na zawsze w przyjaźni zgodnie z wolą boską .
323	Na imię miał Cezar a to jest opowieść o nim z tych odległych czasów .
324	Gdyby mój ojciec był gorylem , to zamiast pisania uczylibyśmy się jazdy konnej .
325	A teraz , węgiel i pergamin do ręki i przepisać to , co napisałem .
326	Skoro człowiek nauczył się podróżować szybciej od dźwięku mógł też nauczyć się podróżować szybciej od światła .
327	- Więc wyobraźcie sobie koncert bezpośrednio transmitowany w środę z byłego Londynu do byłego Nowego Jorku .
328	Potem wykonawca jedzie do Nowego Jorku z prędkością większą od światła gdzie dojeżdża - jak potwierdzą to fizycy - w ubiegły wtorek .
329	W środę słucha własnego koncertu , który mu się nie podoba potem szybciej od światła wraca do Londynu gdzie ma czas na odwołanie transmisji .
330	Wybacz , generale Aldo , ale to jest prawie nieczytelne i musisz jeszcze raz przepisać .
331	W czasach niewolnictwa wyrabiano w nas strach przed tym jednym słowem .
332	Małpa może powiedzieć `` nie '' człowiekowi , ale ludziom nie wolno mówić `` nie '' do małpy .
333	Wrzucić go do zagrody , tam gdzie wszyscy ludzie powinni się znaleźć .
334	Przemówił ... jak pan do niewolnika w dawnych czasach naszej niewoli kiedy byliśmy przysposabiani do mechanicznego posłuszeństwa .
335	Czy mógłbyś przełożyć to na słowa , które nawet Cezar mógłby zrozumieć ?
336	Generał Aldo ... celowo podarł ćwiczenie pisemne , napisane dla mnie przez syna Cezara .
337	Masz wrócić z kolegami do klasy i doprowadzić ją do porządku .
338	Marku , zatrzymasz goryli do czasu , aż wszystko znajdzie się na swoim miejscu .
339	Ojcze , skoro lekcje na dzisiaj są skończone czy mogę pójść się bawić ?
340	Gdyby tylko moja matka i ojciec ... których byłem za mały , żeby pamiętać ...
341	Może nauczyliby mnie , czy słusznie jest zabijać zło po to by mogło zwyciężyć dobro .
342	MacDonaldzie wierzę , że jeśli kogoś się dobrze pozna i mu zaufa to w ślad za tym idzie sympatia .
343	Kiedy dobrze poznamy i zaufamy twoim ludziom , to staniemy się równi i pozostaniemy takimi do końca świata .
344	Nie mogę ich zobaczyć ani usłyszeć . Przybyli z przyszłości . Nie mogą dać mi wiedzy .
345	Pod martwym miastem , w którym kiedyś żyliśmy w archiwum w pobliżu dawnego punktu dowodzenia są zapieczętowane kasety z przesłuchań Korneliusza i Ziry przeprowadzonych przez rząd amerykański .
346	Powiedział mi o tym mój brat , kiedy był asystentem zarządcy Brecka .
347	Wiem , gdzie są . Jest w nich mowa o przyszłości Ziemi z której przybyli twoi rodzice .
348	Wiele odcinków podziemnego miasta zaprojektowano z myślą o możliwości wybuchu o sile 10 megaton .
349	To po co chronić się przed niebezpieczeństwem , o którym nic nie wiesz w pogoni za wiedzą , której nie posiadasz ?
350	Cezar wyznaczył mnie nie tylko na stróża tego arsenału lecz także na stróża swego sumienia .
351	Dlatego zadałem sześć nudnych pytań , a proponuję zadać jeszcze siódme zanim wydam lub nie wydam broni , o którą prosicie .
352	Wiedza o ostatecznym losie Ziemi . Jest nagrana na taśmę w zakazanym mieście .
353	Nie popieram pogoni za wiedzą o przyszłości , nawet mojej własnej , która jest już krótka .
354	Gdybyśmy mieli pewność , że istnieje życie pozagrobowe i że jest ono wieczną rozkoszą wszyscy popełnilibyśmy samobójstwo , żeby jak najszybciej się tym cieszyć .
355	Za pozwoleniem Cezara , MacDonald może zechcieć ustrzelić , ugotować i zjeść królika .
356	Sekcja archiwum , dwie ulice na zachód , na rogu Brecka i Agamona .
357	Kto by się nie irytował , żyjąc przez tyle lat w tym piekle radioaktywnym ?
358	Jeśli bomba nie zabiłaby dawnego zarządcy , to teraz zrobiłaby to nuda .
359	Jeśli nie wydostaniemy się stąd w ciągu dwóch godzin , to zostaniemy uwięzieni .
360	Jeśli ta maszyna działa to na tamtym ekranie pojawi się obraz .
361	Pewnego dnia pojawiła się małpa , która wymówiła słowo które słyszała z ust ludzkich niezliczoną ilość razy .
362	Nic dziwnego , że ludzkość była żądna mojej krwi i chciała zapobiec memu urodzeniu .
363	Wierzę , że czas jest jak autostrada bez końca z nieskończoną liczbą pasów biegnących z przeszłości w przyszłość .
364	Z tego wynika , że jeśli kierowca zmieni pas , to zmienia swoją przyszłość .
365	Choć rozum nie czyni z nich ludzi , sprawia , że są ludzcy .
366	Z tego , co było widać na monitorze , tylko dla własnej ochrony . Niech odejdą w pokoju .
367	Żeby mogli tu wrócić i wykończyć tych z nas , których nie wykończyła bomba ?
368	Aldo , jeśli król zakazuje noszenia korony , to nie znaczy , że sam jej nie może nosić .
369	Korneliuszu , czy ojciec nie wyjaśnił ci , że wojna to nie zabawa ?
370	Przyjaciele , zwołałem nadzwyczajne zebranie Rady aby zdać wam raport z akcji , którą uznałem za konieczną .
371	Bo szliśmy z nastawieniem pokojowym na teren , jak sądziliśmy , martwego miasta .
372	Ale musimy być gotowi na to , że pewnego dnia mogą wyjść z miasta żeby nas odszukać .
373	Zarządco , w którymś punkcie historii ta krwawa reakcja łańcuchowa musi się skończyć .
374	A niszczy B , B niszczy C , C niszczy A i jest niszczony przez D , który niszczy E .
375	Nie . Cezar był zbyt zajęty radą wojenną . Wkrótce przyjdą po nas .
376	W Ognistą Noc złożyłeś przysięgę że w przyszłości małpy i ludzie będą żyli razem w pokoju i przyjaźni .
377	Bo w odróżnieniu od ludzi w naszym mieście ludzie w zakazanym mieście są szaleni .
378	Na tyle szaleni , że wolą nienawiść i wojnę , od pokoju i przyjaźni .
379	- Tak . Tak . Otwierając na nas ogień i nie dając nam szansy na wyjaśnienie .
380	Ale jeśli z nimi nie rozmawiałeś , to skąd wiesz , że są szaleni ?
381	Jak może dobrotliwy Bóg pozwolić na to , by gałąź Jego drzewa złamała się i zraniła niewinne dziecko ?
382	Wysłaliśmy zwiad na pustynię w stronę miasta i zobaczyliśmy ich armię .
383	My tu rozmawiamy , a ludzie atakują nasze miasto od zewnątrz i od środka .
384	Prawo głosi , że broń można wydać tylko na bezpośredni rozkaz Cezara a nie na groźbę podwładnego z zakutą pałą dla którego wojna oznacza osobistą chwałę .
385	Jak skończymy , nie chcę tu widzieć ani jednego stojącego drzewa dwóch kawałków drewna zbitych razem , i ani jednej żywej duszy .
386	Chyba jakaś barykada . Kilka bomb zapalających poradzi sobie z tym bez trudu .
387	Małpa nigdy nie zabiła małpy , nie mówiąc już o małpim dziecku .
388	Może wydajemy się niewdzięczni , Cezarze , ale za co mamy być wdzięczni ?
389	Teraz , kiedy zażegnaliśmy niebezpieczeństwo , chciałbym go zniszczyć i wysadzić w powietrze .
390	Lecz kiedy patrzę , jak małpy i ludzie żyją w przyjaźni , harmonii i pokoju teraz , około 600 lat od śmierci Cezara to przynajmniej wiem , że możemy czekać z nadzieją na przyszłość .
391	Mówiłem mu , jak bardzo był pan pomocny ... przy kupnie domu ... i sklepu .
392	Agencja straciła dużą kwotę więc zrobili cięcia kosztów i znalazłam się na ulicy szukając pracy .
393	Cieszyłam się , że miałam kogoś kochającego i troszczącego się o mnie .
394	Niech pańscy ludzie zostawią do nich klucze na stole w suterenie
395	Kiedy skończą , niech zamkną klapę do piwnicy , drzwi frontowe , tylne , szopę i garaż .
396	Już niebawem . I jestem pewny , że będzie pan zadowolony ze spotkania .
397	Wiatry rewolty rozciągnęły się na całe Jeruzalem wkrótce znane jako Salem .
398	Ludzie wyjęli swe długie strzelby , ucałowali żony , pożegnali się z dziećmi i wymaszerowali by dołączyć do George ' a Washingtona .
399	Kilku ludzi z Salem walczyło pod Valley Forge cierpiąc w zimowe chłody .
400	Nie mam pojęcia , komu chciałoby się tu otwierać sklep z antykami .
401	Po prostu przyjedź tu , a ja będę ci szeptała do uszka ... coś , co sprawi , że włos ci się zjeży .
402	Dobrze . Mamo , Danny i Ralphie Glick przyjdą do nas ... jak odrobią lekcje .
403	Zdolny chłopiec , ten Mark Petrie . Napisał większość widowiska , tak jak ty .
404	Bardzo możliwe . Z pewnością będę dumny jeśli pomogę rozwijać się dwóm autorom .
405	Dostałeś prezent . Chciałem ci dać możliwość rozwijania , ale ty odtrąciłeś ją .
406	Czy zło może tkwić w jego kamiennych fundamentach , albo drewnianych belkach ?
407	Upiór to zły demon który poluje na różne stworzenia żywi się ludzkimi istotami , okrada groby .
408	Chyba nie chcesz iść na resztę życia do więzienia za kłamstwo .
409	Wiem , jak to dla ciebie wygląda . Rozumiem twoje zdenerwowanie ale pozwól mi wyjaśnić co się na prawdę zdarzyło .
410	Ta dubeltówka jest na 5 funtów naboi , a załadowałem już 3 .
411	Nie miałeś z tym nic wspólnego . Nawet nie znałeś chłopców Glicka .
412	Myślę , że mój przyjazd tutaj był rodzajem katalizatora ... budzącego w tym mieście zło .
413	Być może w całej Nowej Anglii . Myśli pan , że to możliwe ?
414	Opinia jest taka , że raczej go nie znajdziemy . Nie przy życiu .
415	Nie daję wiary nienaukowym przypadkom , ale przyznam ... że jest wiele rzeczy , na które nauka jeszcze nie znalazła odpowiedzi .
416	Ale na moje życie nie mogę pojąć żadnego związku między śmiercią Crockett ' a a domem Marstena .
417	To mogło się stać w domu Marstena a potem ktoś przywiózł go nad jezioro .
418	-Nie skończyliśmy jeszcze testów ale to mogłaby być , i mam nadzieję , że to zostanie między nami ... złośliwa anemia .
419	Wyglądasz mi na miłego faceta i myślę , że szanujesz Susan , i wierzę , że ona szanuje siebie ale moglibyście być bardziej ostrożni .
420	Proszę ich nie uszkodzić . Chcę je z powrotem w doskonałym stanie .
421	On mi powiedział . Powiedział też , bym parła naprzód i okazała swoje uczucia .
422	To tylko wstępna rozmowa . Jeśli dostanę tę pracę , nie zacznę przed czerwcem .
423	`` Przez swoje miłosierdzie wieczny pokój racz dać Panie tym , którzy żyli w wierze .
424	`` ... i wraz ze wszystkimi świętymi pozwól mu radować się na wieczność .
425	`` Z wiarą w Jezusa Chrystusa , z czcią zanieśmy ciało tego dziecka ...
426	Ned Tebbets był tu dzisiaj , naprawiał toaletę i groził , że naprawi ciebie .
427	I myślę , że chłopcy Glicka wracali do domu już po tym , jak go widzieli .
428	Tak jak ty , interesowałeś się liczbami , więc zostałeś księgowym . Przynajmniej zarabiam na życie .
429	Chcę , żebyś na dzisiejszą noc został u mnie . Zrobisz to dla mnie ?
430	Okno , znaki na jego szyi , i słyszałem , jak zapraszał kogoś do pokoju .
431	Czy wiesz , co się z tobą stanie jeśli szepczemy to słowo , o którym mówiłeś ?
432	Stary samotny dziwak . Jak możemy mu ufać powierzając mu nauczanie naszych dzieci ? Nie mogę ci pomóc , Jason .
433	I nie mów Dr . Nortonowi , że on jest żywy . -Nie jest martwy !
434	Bez naciskania , bez zgrzytów , spokojnie . Musimy przez to przejść , no nie ?
435	Nic o tym nie wiem . Wiem tylko , że dzisiaj otwierają sklep .
436	Mógłbym to dla Pani zatrzymać do końca tygodnia , bez żadnych zobowiązań .
437	Moja ciotka miała jakieś gregoriańskie i musieliśmy je sprzedać kiedy umarła .
438	I chociaż tego nie udowodniono , był podejrzany w związku ze zniknięciem kilku dzieci .
439	Ale , gdy przybędzie .... będzie pan się cieszył ze spotkania z nim .
440	Ben , to nie podlega dyskusji . Nie wierzę w to i nikt w to nie uwierzy .
441	On wraca i mówi , `` Mamusiu , tak się cieszę , że jestem w domu . ''
442	Ogólne pojęcie zła ... w Kościele Katolickim uległo w tym wieku radykalnej zmianie .
443	Malloy'owie nie byli dzisiaj na mszy . Pani Malloy nigdy nie opuszcza mszy .
444	Ciało Neda Tebbets ' a zniknęło , i dziecko , które zmarło rano , również . A Marjorie Glick ?
445	Zawsze go to interesowało , ale to nie jest zdrowe . Nie bawmy się teraz w sąd .
446	Co byś dał za ułaskawienie go na dzisiejszą noc ... by uratować go od następnej ?
447	Nic im nie będzie , jeśli będą się trzymać zaleceń . Sprawdzę to .
448	Błogosławię ten krzyż w imię Ojca i Syna i Ducha Świętego .
449	Powiedział , że musimy iść do domu Barlowa za dnia ... przed zachodem słońca ... do jego trumny ... i wbić mu kołek w serce .
450	Barlow musiał wędrować po tej planecie przez wieki szukając nowych miejsc na ofiary .
451	Jutro , przed zachodem słońca , weźmiesz matkę ... i każdego , kogo przekonasz , i wyjedziecie stąd .
452	Dokonały tego oddziały Kuomintangu oraz chińscy żołnierze Zawadiackie rządy Chiang Kai Sheka .
453	Jej perłowy naszyjnik będzie teraz prezentem ślubnym Chang Kai Sheka dla żony .
454	Krótko po tym Japońska delegacja opłaciła twój tajny pobyt w Tientsin żądając w zamian twojej współpracy , którą mówiłeś , że odrzuciłeś . Mów głośniej ! Już to mówiłem .
